,candidate_campaign_links
1321,https://www.twitter.com/ViagranCongress
1322,https://www.twitter.com/voteviagran
1323,https://www.linkedin.com/in/rebecca-j-viagran-9919b337/
1324,candidate-Danielle Fewings
1325,https://www.twitter.com/DANIELLEFEWINGS
1326,https://www.linkedin.com/in/daniellefewings/
1327,candidate-Sass
1328,https://www.facebook.com/VoteForSass
1329,https://www.twitter.com/SassOfficial
1330,https://www.instagram.com/voteforsass/
1331,https://www.youtube.com/channel/UCY1aZIlT-iGP6SzdHgliu7w
1332,https://www.facebook.com/jman722
1333,https://www.youtube.com/c/sassinyourclass
1334,https://www.linkedin.com/in/voteforsass/
1335,candidate-Jenai Aragona-Hales
1336,https://www.facebook.com/jenai.hales
1337,https://www.twitter.com/jenaih
1338,candidate-Bill Condict
1339,https://condict4congress.com
1340,candidate-Marilyn Jackson
1341,https://www.marilynfortexas.com/
1342,https://www.facebook.com/MarilynJacksonForTexas
1343,candidate-Alejandro Ledezma
1344,https://alejandrotx.com
1345,https://www.twitter.com/AlejaLedezmaTX
1346,candidate-Dan McQueen
1347,https://ballotpedia.org/Help:Report_an_error
1348,http://www.mcqueenforcongress.com/
1349,https://www.facebook.com/mcqueenforcongress
1350,candidate-Sam Montoya
1351,https://www.capitolsam.com/
1352,https://www.facebook.com/people/Sam-Montoya/100076721350679/
1353,https://www.twitter.com/SamCMontoya
1354,https://www.instagram.com/samcmontoya/
1355,candidate-Asa Palagi
1356,https://www.facebook.com/AsaGKPalagi/
1357,candidate-Michael Rodriguez
1358,candidate-Dan Sawatzki
1359,https://dansawatzki.com
1360,candidate-Jennifer Sundt
1361,http://jen4congress2022.com/
1362,candidate-Michael Idrogo
1363,http://michaelformayor.info/
1364,candidate-Jon Haire
1365,https://jonhaireforcongress.com/
1366,https://www.facebook.com/jonhaireforcongress
1367,https://www.twitter.com/jonhaire_36
1368,https://www.facebook.com/people/Jon-Haire/100071069596239/
1369,candidate-Brian Babin
1370,https://babin.house.gov/
1371,https://www.facebook.com/RepBrianBabin/
1372,https://www.twitter.com/RepBrianBabin
1373,https://www.instagram.com/rep.brianbabin/
1374,https://www.youtube.com/channel/UCPVEZgw-VbDRbLV1MRGVQNQ
1375,https://www.babinforcongress.com/
1376,https://www.facebook.com/BabinForCongress
1377,https://www.twitter.com/babin4congress
1378,https://www.youtube.com/channel/UC0ej3-aJaG4YI3GUZuaI2JA
1379,candidate-Lloyd Doggett
1380,https://doggett.house.gov/
1381,https://www.facebook.com/RepLloydDoggett/
1382,https://www.twitter.com/RepLloydDoggett
1383,https://www.instagram.com/replloyddoggett/
1384,https://www.youtube.com/user/doggett
1385,https://www.votedoggett.com/
1386,https://www.facebook.com/LloydDoggettTX
1387,https://www.twitter.com/LloydDoggettTX
1388,candidate-Quinton Beaubouef
1389,candidate-Donna Imam
1390,https://votefordonna.com/
1391,https://www.facebook.com/donnaimamTX
1392,https://www.twitter.com/donnaimamTX
1393,https://www.instagram.com/donnaimamtx
1394,https://www.youtube.com/channel/UCY8AGUcmHoN2STltrw_J9ZA
1395,https://www.facebook.com/donnaimam
1396,https://www.linkedin.com/in/donnaimam/
1397,candidate-Christopher Jones
1398,https://www.chrisjonesatx.com/
1399,https://www.twitter.com/chrisjones_tx37
1400,https://www.instagram.com/chrisjones_tx37
1401,candidate-Hasani Burton
1402,https://www.hasani4progress.com/
1403,https://www.facebook.com/Hasani4Progress/
1404,https://www.twitter.com/Hasani4Progress
1405,https://www.instagram.com/hasani4progress/
1406,https://www.youtube.com/channel/UC2gMefurOGWfx0G5v-7sW_A
1407,https://www.facebook.com/hasani.burton
1408,https://www.twitter.com/HasaniBurton
1409,candidate-Jeremiah Diacogiannis
1410,https://www.jd4tx.org/
1411,https://www.facebook.com/jd4tx
1412,https://www.twitter.com/JD4TX
1413,candidate-Jenny Garcia Sharon
1414,https://jennygarciasharon.com/
1415,https://www.twitter.com/jenny4congress
1416,https://www.instagram.com/jennyforcongress/
1417,candidate-Rod Lingsch
1418,candidate-Clark Patterson
1419,https://www.facebook.com/clarkpatterson
1420,https://www.twitter.com/ClarkPatterson
1421,https://www.linkedin.com/in/clarkpattersonphotography/
1422,candidate-Nazirite Perez
1423,candidate-Duncan Klussmann
1424,candidate-Diana Martinez Alexander
1425,https://dianafortexas.com/
1426,https://www.facebook.com/dianafortexas
1427,https://www.twitter.com/dianafortexas
1428,https://www.instagram.com/dianafortexas/
1429,https://www.facebook.com/dmalexa
1430,https://www.linkedin.com/in/diana-m-alexander-339a0980/
1431,candidate-Centrell Reed
1432,https://www.CReedforCongress.com
1433,https://www.twitter.com/TheCentrell
1434,https://www.instagram.com/CentrellReed
1435,https://centrellreed.com/
1436,https://www.twitter.com/THECENTRELL
1437,https://www.linkedin.com/in/thecentrell
1438,candidate-Philip Covarrubias
1439,https://www.philcforcd38.com/
1440,https://www.facebook.com/PhilCovarrubiasforCD38/
1441,https://www.twitter.com/PhilipACovarru2
1442,https://www.facebook.com/phil.covarrubias.39
1443,candidate-Alex Cross
1444,candidate-Jerry Ford Sr.
1445,https://www.jerryfordfortexas.com/
1446,https://www.youtube.com/channel/UCHHjf7CKBc9K6w-YwcH_ueA
1447,https://www.linkedin.com/in/jerry-ford-592b64186/
1448,candidate-Brett Guillory
1449,https://brettguilloryforcongress.com/
1450,https://www.facebook.com/people/Brett-Guillory-for-United-States-Congress-2022/100064084143077/
1451,https://www.twitter.com/BGuilloryForTX
1452,https://www.instagram.com/brettguilloryfortx/
1453,https://www.facebook.com/brett.guillory.1
1454,https://www.linkedin.com/in/brett-guillory-82387834/
1455,candidate-David Hogan
1456,https://hoganforcongress.org
1457,https://www.facebook.com/Hogan4Congress
1458,https://www.facebook.com/david.hogan.543
1459,https://www.youtube.com/channel/UCc49GpICgQuUSe2nU6cADTA/
1460,candidate-Wesley Hunt
1461,https://wesleyfortexas.com/
1462,https://www.facebook.com/WesleyHuntTX/
1463,https://www.twitter.com/WesleyHuntTX
1464,https://www.instagram.com/wesleyfortexas/
1465,https://www.youtube.com/channel/UC9fCbGOuBiZK06bkiUjVGoA
1466,https://www.facebook.com/wesley.hunt.545
1467,https://www.linkedin.com/in/wesley-hunt-33800095/
1468,candidate-Roland Lopez
1469,https://www.TexansForLopez.com
1470,https://www.facebook.com/TexansForLopez
1471,https://www.twitter.com/TexansForLopez
1472,https://www.instagram.com/TexansForLopez
1473,candidate-Damien Mockus
1474,https://mockusforcongress.com/
1475,https://www.facebook.com/Vote-Mockus-102137668956911
1476,https://www.twitter.com/VoteMockus
1477,https://www.gym-cypress.com/pages/staff
1478,https://www.linkedin.com/in/damien-mockus-a7a70b89/
1479,candidate-Mark Ramsey
1480,https://ramseyfortexas.com/
1481,https://www.twitter.com/RAMSEYforTXCD38
1482,https://www.facebook.com/MarkSRamsey
